STATE/UT,DISTRICT,TEHSIL/BLOCK ,VILLAGE NAME,SITE NAME,latitude,longitude,WELL SITE TYPE,water_level
Kashmir,,,,,,,,
Jammu and ,Rajouri,Naushera,Bareri,Bareri,33.155367,74.225113,Dug Well,3.85
Kashmir,,,,,,,,
Jammu and ,Rajouri,Naushera,Chowki Handa,Chowki Handa,33.173135,74.169932,Dug Well,4.45
Kashmir,,,,,,,,
Jammu and ,Rajouri,Naushera,Gahgrot,Gahgrot,33.097398,74.265002,Dug Well,6.21
Kashmir,,,,,,,,
Jammu and ,Rajouri,Naushera,Jhangar,Jhangar,33.240375,74.047223,Dug Well,5.62
Kashmir,,,,,,,,
Jammu and ,Rajouri,Naushera,Kalal,Kalal,33.08024,74.233017,Dug Well,4.6
Kashmir,,,,,,,,
Jammu and ,Rajouri,Naushera,Kalsian,Kalsian,33.184393,74.139073,Dug Well,2.2
Kashmir,,,,,,,,
Jammu and ,Rajouri,Naushera,Naunihal,Naunihal,33.173208,74.20686,Dug Well,3.8
Kashmir,,,,,,,,
Jammu and ,Rajouri,Naushera,Rumli Dara,Rumli Dara,33.12257,74.217872,Dug Well,4.05
Kashmir,,,,,,,,
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
"Jammu and 
Kashmir",Rajouri,Qila Darhal,Darhal Quilla,Darhal Quilla,33.224258,74.15048,Dug Well,4.55
Jammu and ,Rajouri,Qila Darhal,Phukarni,Phukarni,33.27138,74.113818,Dug Well,1.18
Kashmir,,,,,,,,
Jammu and ,Rajouri,Seri,Ding,Ding,33.087845,74.276297,Dug Well,2.19
Kashmir,,,,,,,,
Jammu and ,Rajouri,Seri,Jabah,Jabah,33.068317,74.343533,Dug Well,3.6
Kashmir,,,,,,,,
Jammu and ,Rajouri,Seri,Seri,Seri,33.083303,74.287323,Dug Well,1.87
Kashmir,,,,,,,,
Jammu and ,Rajouri,Seri,Sial,Sial,33.072922,74.315767,Dug Well,1.97
Kashmir,,,,,,,,
Jammu and ,Rajouri,Siot,Channi Parat,Channi Parat,33.087343,74.46401,Dug Well,2.5
Kashmir,,,,,,,,
Jammu and ,Rajouri,Siot,Dharamshal,Dharamshal,33.138461,74.405661,Dug Well,4.33
Kashmir,,,,,,,,
Jammu and ,Rajouri,Siot,Marchola,Marchola,33.088426,74.478415,Dug Well,1.22
Kashmir,,,,,,,,
Jammu and ,Rajouri,Siot,Siot,Siot,33.112815,74.37883,Dug Well,2.65
Kashmir,,,,,,,,
Jammu and ,Rajouri,Siot,Solki,Solki,33.160563,74.432808,Dug Well,2.76
Kashmir,,,,,,,,
Jammu and ,Rajouri,Siot,Thanda Pani,Thanda Pani,33.06726,74.486796,Dug Well,2.19
Kashmir,,,,,,,,
Jammu and ,Rajouri,Sundarbani,Bakhar,Bakhar,33.08796,74.427472,Dug Well,1.9
Kashmir,,,,,,,,
Jammu and ,Rajouri,Sundarbani,Banpari,Banpari,33.036717,74.456618,Dug Well,2
Kashmir,,,,,,,,
Jammu and ,Rajouri,Sundarbani,Thangrot,Thangrot,33.141785,74.588251,Dug Well,3
Kashmir,,,,,,,,
Jammu and ,Reasi,Katra,Katra,Katra,32.980722,74.919298,Dug Well,1.95
Kashmir,,,,,,,,
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
"Jammu and 
Kashmir",Reasi,Moghla,Aliyah,Aliyah,33.16501,74.552988,Dug Well,2.09
Jammu and ,Reasi,Pauni,Bhamla,Bhamla,33.051861,74.577091,Dug Well,4.32
Kashmir,,,,,,,,
Jammu and ,Reasi,Pauni,Dadua,Dadua,33.071635,74.639718,Dug Well,1.92
Kashmir,,,,,,,,
Jammu and ,Reasi,Pauni,Garan Jagir,Garan Jagir,33.070867,74.648855,Dug Well,1.83
Kashmir,,,,,,,,
Jammu and ,Reasi,Pauni,Nanora,Nanora,33.128058,74.631065,Dug Well,2.48
Kashmir,,,,,,,,
Jammu and ,Reasi,Pouni,Dadua,Dadua PZ,33.07363,74.63559,Tube Well,2.1
Kashmir,,,,,,,,
Jammu and ,Reasi,Pouni,Talwara,Talwara,33.092167,74.793935,Dug Well,5.5
Kashmir,,,,,,,,
Jammu and ,Reasi,Reasi,Reasi,Reasi,33.081692,74.831285,Dug Well,24.95
Kashmir,,,,,,,,
Jammu and ,Reasi,Thakrakote,Thanpal,Thanpal II,33.17349,74.788895,Tube Well,9.21
Kashmir,,,,,,,,
Jammu and ,Samba,Bari Brahmana,Bassi Kalan,Bassi Kalan,32.63743,74.901466,Dug Well,4.34
Kashmir,,,,,,,,
Jammu and ,Samba,Bari Brahmana,Patli,Patli,32.627216,74.88877,Dug Well,8.65
Kashmir,,,,,,,,
Jammu and ,Samba,Bari Brahmana,Rakh Dhiansar,Rakh Dhiansar,32.631072,74.918697,Tube Well,13.66
Kashmir,,,,,,,,
Jammu and ,Samba,Ghagwal,Harsath,Jasath,32.504,75.203,Dug Well,13.08
Kashmir,,,,,,,,
Jammu and ,Samba,Ghagwal,Lale Chak,Lale Chak,32.454574,75.195996,Dug Well,3.05
Kashmir,,,,,,,,
Jammu and ,Samba,Ghagwal,Muthi Kalan,Naran,32.503545,75.156401,Dug Well,7.37
Kashmir,,,,,,,,
Jammu and ,Samba,Ghagwal,Nilcha,Nilcha,32.56,75.254,Dug Well,11.53
Kashmir,,,,,,,,
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
"Jammu and 
Kashmir",Samba,Ghagwal,Patyari,Patyari II,32.547258,75.265174,Dug Well,2.87
Jammu and ,Samba,Ghagwal,Raghu Chak,Raghu Chak,32.485978,75.204269,Dug Well,2.88
Kashmir,,,,,,,,
Jammu and ,Samba,Madun,Phalora,Phalora,32.477942,75.143407,Dug Well,2.25
Kashmir,,,,,,,,
Jammu and ,Samba,Nud,Daboh,Daboh,32.57619,75.10311,Dug Well,4.02
Kashmir,,,,,,,,
Jammu and ,Samba,Nud,Daghour,Kamila,32.608979,75.065399,Dug Well,4.83
Kashmir,,,,,,,,
Jammu and ,Samba,Nud,Dhora,Dhora,32.612469,75.140639,Dug Well,2.93
Kashmir,,,,,,,,
Jammu and ,Samba,Nud,Mothian Kalan,Mothian Kalan,32.623335,75.073859,Dug Well,6.56
Kashmir,,,,,,,,
Jammu and ,Samba,Nud,Nud,Nud,32.628452,75.150206,Dug Well,2.87
Kashmir,,,,,,,,
Jammu and ,Samba,Parmandal,Anandpur Uttarbani,Uttarbani,32.647989,75.063614,Dug Well,1.56
Kashmir,,,,,,,,
Jammu and ,Samba,Parmandal,Birpur,Birpur,32.655692,74.952017,Dug Well,15.35
Kashmir,,,,,,,,
Jammu and ,Samba,Parmandal,Maheen Chakran,Maheen Charkan,32.649728,74.986959,Dug Well,9
Kashmir,,,,,,,,
Jammu and ,Samba,Parmandal,Nagrota Uttarbani,Nagrota Uttarbani,32.623719,75.064975,Dug Well,11.1
Kashmir,,,,,,,,
Jammu and ,Samba,Rajpura,Dulme Chak,Dulme Chak,32.432348,75.18323,Dug Well,3.79
Kashmir,,,,,,,,
Jammu and ,Samba,Rajpura,Madun,Madun,32.471725,75.161931,Dug Well,2.28
Kashmir,,,,,,,,
Jammu and ,Samba,Rajpura,Sanoora,Sanoora,32.487838,75.17785,Dug Well,0.6
Kashmir,,,,,,,,
Jammu and ,Samba,Ramgarh,Didyal,Didyal,32.47,74.958,Dug Well,2.6
Kashmir,,,,,,,,
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
"Jammu and 
Kashmir",Samba,Ramgarh,Gho Brahmana,Gho Brahmna,32.554166,74.954292,Dug Well,6.71
Jammu and ,Samba,Ramgarh,Gho Rakwalan,Gho Rakawalan,32.551741,74.949049,Dug Well,3.39
Kashmir,,,,,,,,
Jammu and ,Samba,Ramgarh,Mahalshah Kalandrian,Mahalshah,32.510387,74.942763,Dug Well,3.79
Kashmir,,,,Kalandrian,,,,
Jammu and ,Samba,Ramgarh,Nandpur,Nandpur,32.518191,74.886873,Dug Well,3.58
Kashmir,,,,,,,,
Jammu and ,Samba,Ramgarh,Ramgarh,Ramgarh PZ 2,32.507806,74.969194,Tube Well,1.45
Kashmir,,,,,,,,
Jammu and ,Samba,Samba,Badheri,Badheri,32.558885,75.082114,Tube Well,29.41
Kashmir,,,,,,,,
Jammu and ,Samba,Samba,Bainglar Glar Camp,Bengular,32.491872,75.061862,Dug Well,7.02
Kashmir,,,,,,,,
Jammu and ,Samba,Samba,Pandour,Pangdour,32.508446,75.072208,Dug Well,4.33
Kashmir,,,,,,,,
Jammu and ,Samba,Samba,Raiyan,Raiyan,32.506726,75.119057,Dug Well,20.75
Kashmir,,,,,,,,
Jammu and ,Samba,Samba,Sadoh,Sadoh,32.48831,75.110242,Dug Well,9.55
Kashmir,,,,,,,,
Jammu and ,Samba,Samba,Samba,Samba,32.562532,75.11461,Dug Well,17.68
Kashmir,,,,,,,,
Jammu and ,Samba,Samba,Samba,SKUAST Samba,32.5691,75.12091,Tube Well,15.64
Kashmir,,,,,,,,
Jammu and ,Samba,Samba,Supwal,Supwal,32.549795,75.064397,Dug Well,6.5
Kashmir,,,,,,,,
Jammu and ,Samba,Sumbh,Painthi,Painthi,32.592961,75.155638,Dug Well,6.8
Kashmir,,,,,,,,
Jammu and ,Samba,Vijaypur,Gudwal,Gudwal,32.551637,75.009811,Dug Well,3.6
Kashmir,,,,,,,,
Jammu and ,Samba,Vijaypur,Kaithpur,Kainthpur,32.583421,74.978934,Dug Well,4.81
Kashmir,,,,,,,,
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
"Jammu and 
Kashmir",Udhampur,Juganoo,Kuperlah,Kuperlah,32.84881,75.17785,Dug Well,1.42
Jammu and ,Udhampur,Juganoo,Ritti,Ritti,32.833142,75.173058,Dug Well,0.8
Kashmir,,,,,,,,
Jammu and ,Udhampur,Juganoo,Talpad,Talpad,32.85946,75.1988,Dug Well,1.7
Kashmir,,,,,,,,
Jammu and ,Udhampur,Khoon,Sunal,Sunal,32.679444,75.2425,Dug Well,2.25
Kashmir,,,,,,,,
Jammu and ,Udhampur,Majelta,Chhani Mansar,Chhani Mansar,32.697222,75.164444,Dug Well,1.6
Kashmir,,,,,,,,
Jammu and ,Udhampur,Majelta,Manwall,Manwall,32.755556,75.15,Dug Well,7
Kashmir,,,,,,,,
Jammu and ,Udhampur,Majelta,Salabra,Salabra,32.725015,75.16355,Dug Well,1.53
Kashmir,,,,,,,,
Jammu and ,Udhampur,Ramnagar,Dalsar,Dalsar,32.819167,75.3125,Dug Well,0.55
Kashmir,,,,,,,,
Jammu and ,Udhampur,Ramnagar,Dehari,Dehari,32.78203,75.271383,Dug Well,9.07
Kashmir,,,,,,,,
Jammu and ,Udhampur,Ramnagar,Jallow,Jallow,32.795833,75.231667,Dug Well,2.29
Kashmir,,,,,,,,
Jammu and ,Udhampur,Ramnagar,Ramnagar,Ramnagar,32.805643,75.311768,Dug Well,4.95
Kashmir,,,,,,,,
Jammu and ,Udhampur,Tikri,Dhanu Kannal,Dhanu Kannal,32.962778,75.007222,Dug Well,0.97
Kashmir,,,,,,,,
Jammu and ,Udhampur,Udhampur,Badola,Badola,32.946023,75.034778,Dug Well,2.6
Kashmir,,,,,,,,
Jammu and ,Udhampur,Udhampur,Battal Ballian,Battal Ballian,32.887137,75.121057,Dug Well,6.85
Kashmir,,,,,,,,
Jammu and ,Udhampur,Udhampur,Birmah,Birmah,32.915,75.108889,Dug Well,2.05
Kashmir,,,,,,,,
Jammu and ,Udhampur,Udhampur,Eastern Mand,Eastern Mand,32.896667,75.023889,Dug Well,2.85
Kashmir,,,,,,,,
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
"Jammu and 
Kashmir",Udhampur,Udhampur,Garhi Udh,Garhi Udh,32.900958,75.07019,Dug Well,1.25
Jammu and ,Udhampur,Udhampur,Jhakkar,Jhakkar,32.946532,75.12334,Dug Well,4.33
Kashmir,,,,,,,,
Jammu and ,Udhampur,Udhampur,Kotli Pain,Kotli Pain,32.908889,75.091389,Dug Well,0.75
Kashmir,,,,,,,,
Jammu and ,Udhampur,Udhampur,Nagrota Panjgrain,Nagrota Panjgrain,32.837095,75.265267,Dug Well,1
Kashmir,,,,,,,,
Jammu and ,Udhampur,Udhampur,Phangyal,Phangyal,32.895556,75.135278,Dug Well,4.3
Kashmir,,,,,,,,
Jammu and ,Udhampur,Udhampur,Rakh Badali,Rakh Badali,32.895557,75.11233,Dug Well,3.55
Kashmir,,,,,,,,
Jammu and ,Udhampur,Udhampur,Seen Thakaran,Seen Thakaran,32.91312,75.037782,Dug Well,2.8
Kashmir,,,,,,,,
Jammu and ,Udhampur,Udhampur,Shivnagar,Shivnagar,32.926793,75.135692,Tube Well,3.81
Kashmir,,,,,,,,
Jammu and ,Udhampur,Udhampur,Udhampur,15th ITBP,32.914697,75.078143,Tube Well,0.17
Kashmir,,,,,,,,
Jharkhand,Bokaro,Bermo,Chandrapura,Chandrapura,23.7514,86.1185,Dug Well,2.4
Jharkhand,Bokaro,Bermo,Phusro/Bermo,Phusro/Bermo,23.7634,86.0011,Dug Well,5.24
Jharkhand,Bokaro,Chandankiyari,Baramasia,Baramasia,23.4805,86.3084,Dug Well,4.65
Jharkhand,Bokaro,Chandankiyari,Chandankiyari,Chandankiyari,23.5758,86.3553,Dug Well,4.04
Jharkhand,Bokaro,Chandankiyari,Chandra,Chandra,23.597733,86.304485,Dug Well,4.3
Jharkhand,Bokaro,Chandankiyari,Nutandih,Nutandih,23.5256,86.3287,Dug Well,4.84
Jharkhand,Bokaro,Chas,Bokaro Rly Station,Bokaro Rly Station,23.6588,86.0835,Dug Well,1.95
Jharkhand,Bokaro,Chas,Pindarjora,Pindarjora,23.5139,86.2023,Dug Well,3.5
Jharkhand,Bokaro,Chas,Radhagaon Rly Station,Radhagaon Rly ,23.5967,86.0888,Dug Well,1.7
,,,,Station,,,,
Jharkhand,Bokaro,Gumia,Gomia,Gomia,23.8001,85.8219,Dug Well,2.93
Jharkhand,Bokaro,Jaridih,Banchas,Banchas,23.5977,86.304472,Dug Well,6.1
Jharkhand,Bokaro,Jaridih,Chas,Chas,23.626,86.1774,Dug Well,9.87
Jharkhand,Bokaro,Jaridih,Jaina More,Jaina More,23.6699,86.0262,Dug Well,7.85
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Jharkhand,Bokaro,Kasmar,Harmu,Harmu,23.624627,85.936543,Dug Well,6.24
Jharkhand,Bokaro,Nawadih,Nawadih,Nawadih,23.8494,86.0422,Dug Well,6.33
Jharkhand,Bokaro,Peterbar,Petarbar,Petarbar,23.6162,85.8468,Dug Well,6.18
Jharkhand,Bokaro,Peterbar,Tenughat,Tenughat,23.7228,85.8445,Dug Well,3.2
Jharkhand,Chatra,Chatra,Behra Chocha,Behra chocha,24.2187,84.983,Dug Well,8.1
Jharkhand,Chatra,Chatra,Chatra,Chatra,24.2021,84.8721,Dug Well,4.4
Jharkhand,Chatra,Chatra,Chatra1,Chatra1,24.2075,84.90333,Dug Well,6.6
Jharkhand,Chatra,Gidhaur,Gidhaur,Gidhaur,24.1757389,85.0246889,Dug Well,4.7
Jharkhand,Chatra,Itkhori,Itkhori,Itkhori,24.3026,85.1662,Dug Well,6.8
Jharkhand,Chatra,Itkhori,Pitij,Pitij,24.2577,85.085,Dug Well,7.8
Jharkhand,Chatra,Kanha Chatti,Kanha Chatti,Kanha Chatti,24.2907722,85.0318189,Dug Well,5.1
Jharkhand,Chatra,Kunda,Bariya Chak,Bariya Chak,24.2153417,84.6425861,Dug Well,3.3
Jharkhand,Chatra,Lavalong,Bandu,Bandu,24.7686111,84.7583167,Dug Well,3.6
Jharkhand,Chatra,Mayurhand,Mayurhand,Mayurhand,24.2940944,85.2422833,Dug Well,6.1
Jharkhand,Chatra,Pathalgora,Barwadih,Barwadih,24.114337,85.061796,Dug Well,6.8
Jharkhand,Chatra,Pratap Pur,Kukurman,Kukurman,24.307796,84.66913,Dug Well,1.8
Jharkhand,Chatra,Simaria,Bagra,Bagra,24.0367,84.8577,Dug Well,12.8
Jharkhand,Chatra,Simaria,Birhu,Birhu,23.9862,85.1824,Dug Well,6.3
Jharkhand,Chatra,Simaria,Piri,Piri,24.0043,85.1139,Dug Well,6.6
Jharkhand,Chatra,Simaria,Tutilawa,Tutilawa,24.0387,85.0331,Dug Well,5.8
Jharkhand,Chatra,Simaria,Tutilawa1,Tutilawa1,24.038739,85.0331404,Dug Well,5.8
Jharkhand,Chatra,Tandwa,Teliyadih,Teliyadih,23.9537,84.999,Dug Well,4.1
Jharkhand,Deoghar,Deoghar,Deoghar,Deoghar,24.4864,86.71,Dug Well,7.89
Jharkhand,Deoghar,Deoghar,Jasidih,Jasidih,24.5144,86.6455,Dug Well,6.37
Jharkhand,Deoghar,Devipur,Chaudharidih,Chaudharidih,24.36169,86.54643,Dug Well,4.74
Jharkhand,Deoghar,Karon,Karon Bus Stand,Karon Bus stand,24.124429,86.741518,Dug Well,4.64
Jharkhand,Deoghar,Madhupur,Madhupur,Madhupur1,24.2677,86.6473,Dug Well,4.07
Jharkhand,Deoghar,Margomunda,Rampur,Rampur,24.20587,86.60853,Dug Well,9.12
Jharkhand,Deoghar,Mohanpur,Ghormara,Ghormara,24.4485,86.8653,Dug Well,7.11
Jharkhand,Deoghar,Palajori,Palajori,Palajori,24.2394,87.011,Dug Well,5.55
Jharkhand,Deoghar,Sarath,Sarath,Sarath,24.2374,86.8401,Dug Well,5.29
Jharkhand,Deoghar,Sarawan,Sarawan,Sarawan,24.3842,86.7804,Dug Well,5.75
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Jharkhand,Deoghar,Sonaraithadih,Ashubandha,Ashubandha,24.36861,86.89459,Dug Well,6.35
Jharkhand,Dhanbad,Baghmara,Baghmara,Baghmara,23.797356,86.201176,Dug Well,9.55
Jharkhand,Dhanbad,Baghmara,Mahuda,Mahuda,23.7508,86.2659,Dug Well,6.68
Jharkhand,Dhanbad,Baliapur,Pandadih,Pandadih,23.7461889,86.5228667,Dug Well,8.11
Jharkhand,Dhanbad,Dhanbad,Basudeopur,Basudeopur,23.782,86.3684,Dug Well,6.49
Jharkhand,Dhanbad,Dhanbad,Dbi Bunglow,DBI Bunglow,23.8035,86.4327,Dug Well,3.43
Jharkhand,Dhanbad,Dhanbad,Dhaiya Ism,Dhaiya ISM,23.8207,86.4355,Dug Well,4.36
Jharkhand,Dhanbad,Dhanbad,Dhansar Mrs,Dhansar MRS,23.7633,86.4119,Dug Well,4.33
Jharkhand,Dhanbad,Dhanbad,Godhar Basti,Godhar Basti,23.7858,86.3875,Dug Well,7.8
Jharkhand,Dhanbad,Dhanbad,P. K. Roy College,P. K. Roy College,23.8137,86.4482,Dug Well,8.62
Jharkhand,Dhanbad,Dhanbad,Panderpalli,Panderpalli,23.806193,86.418908,Dug Well,6.45
Jharkhand,Dhanbad,Dhanbad,Purandih Jorapol,Purandih Jorapol,23.7825,86.4761,Dug Well,3.66
Jharkhand,Dhanbad,Govindpur,Govindpur,Govindpur,23.8311,86.5238,Dug Well,3.75
Jharkhand,Dhanbad,Jharia,Jharia,Jharia,23.7419,86.4117,Dug Well,1.56
Jharkhand,Dhanbad,Jharia,Kandra Madal Basti,Kandra Madal Basti,23.662648,86.457037,Dug Well,5.16
Jharkhand,Dhanbad,Jharia,Sindri Gosala More,Sindri Gosala More,23.6513,86.4797,Dug Well,3.85
Jharkhand,Dhanbad,Katras,Balajee Mandrir,Balajee Mandrir,23.7975,86.305,Dug Well,5.47
Jharkhand,Dhanbad,Nirsa,Nirsa,Nirsa,23.7862,86.7068,Dug Well,2.01
Jharkhand,Dhanbad,Purvitundi,Mairanwatand,Mairanwatand,23.9390611,86.6013056,Dug Well,6.4
Jharkhand,Dhanbad,Rajganj,Rajganj,Rajganj,23.8731,86.3354,Dug Well,4.41
Jharkhand,Dhanbad,Topchanchi,Topchanchi,Topchanchi,23.9026,86.2029,Dug Well,5.3
Jharkhand,Dhanbad,Tundi,Tundi,Tundi,23.9854,86.4527,Dug Well,4.93
Jharkhand,Dumka,Dumka,Chapodia,Chapodia,24.3003,87.2875,Dug Well,5.22
Jharkhand,Dumka,Dumka,Dumka(Db Ib),Dumka(db ib),24.2664,87.2495,Dug Well,4.87
Jharkhand,Dumka,Godda,Dhadhakia,Dhadhakia,24.2105,87.2867,Dug Well,6.85
Jharkhand,Dumka,Gopikandar,Gopikandar,Gopikandar,24.426,87.4856,Dug Well,8.92
Jharkhand,Dumka,Jama,Barapalashi,Barapalashi,24.375,87.184,Dug Well,7.1
Jharkhand,Dumka,Jama,Chikania,Chikania,24.2639,87.1169,Dug Well,7.6
Jharkhand,Dumka,Jama,Jama,Jama,24.3488,87.1497,Dug Well,9.49
Jharkhand,Dumka,Jama,Parapalashi,Parapalashi,24.3833333,87.1833333,Dug Well,7.1
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Jharkhand,Dumka,Jarmundi,Jarmundi Db.Ib,Jarmundi db.ib,24.3927,87.0538,Dug Well,6.82
Jharkhand,Dumka,Jharmundi,Nunihaat,Nunihaat,24.478,87.1311,Dug Well,2.33
Jharkhand,Dumka,Kathikund,Kathikund,Kathikund,24.3581,87.4261,Dug Well,6.91
Jharkhand,Dumka,Masalia,Masalia,Masalia,24.1554,87.1804,Dug Well,4.55
Jharkhand,Dumka,Ramgarh,Gamharia,Gamharia,24.5694,87.1875,Dug Well,9.37
Jharkhand,Dumka,Ramgarh,Ramgarh,Ramgarh,24.5637,87.2483,Dug Well,5.1
Jharkhand,Dumka,Raneshwar,Masanjor,Masanjor,24.10917,87.31111,Dug Well,3.59
Jharkhand,Dumka,Ranishwar,Raneswar,Raneswar,24.0455,87.41,Dug Well,4.68
Jharkhand,Dumka,Saraiyahat,Hansdiha Pwdib,Hansdiha pwdib,24.6,87.0708333,Dug Well,7.55
Jharkhand,Dumka,Sikaripara,Patabari,Patabari,24.2245,87.4102,Dug Well,4.86
Jharkhand,Dumka,Sikaripara,Sikaripara,Sikaripara,24.2384,87.4687,Dug Well,6.15
Jharkhand,East Singhbhum,Baharagora,Hana Bautia,Hana Bautia,22.2556,86.6742,Dug Well,2.1
Jharkhand,East Singhbhum,Baharagora,Jabirdiha,Jabirdiha,22.3044444,86.7475,Dug Well,7.5
Jharkhand,East Singhbhum,Baharagora,Jamirdih,Jamirdih,22.3036,86.7492,Dug Well,7.5
Jharkhand,East Singhbhum,Chakulia,Andharia,Andharia,22.4769,86.6347,Dug Well,4.8
Jharkhand,East Singhbhum,Chakulia,Chakulia,Chakulia,22.4794,86.7194,Dug Well,15.6
Jharkhand,East Singhbhum,Chakulia,Kalapathar,Kalapathar,22.398662,86.756482,Dug Well,8.3
Jharkhand,East Singhbhum,Chakulia,Lodhlisol (Kalapathar),Lodhlisol (Kalapathar) 22.4197000,,86.7497,Dug Well,4.6
Jharkhand,East Singhbhum,Dhalbhumgarh,Dhalbhumgarh,Dhalbhumgarh,22.5094,86.5508,Dug Well,6.9
Jharkhand,East Singhbhum,Ghatsila,Ghatsila,Ghatsila,22.5842,86.4756,Dug Well,10.3
Jharkhand,East Singhbhum,Golmuri Cum ,Paridih,Paridih,22.8417,86.2006,Dug Well,5.8
,,Jugsalai,,,,,,
Jharkhand,East Singhbhum,Golmuri Cum ,Pipla,Pipla,22.7858,86.3314,Dug Well,3.1
,,Jugsalai,,,,,,
Jharkhand,East Singhbhum,Jamshedpur,Jamshedpur Bloodbank,Jamshedpur,22.8122,86.1592,Dug Well,2.25
,,,Bistupur,Bloodbank Bistupur,,,,
Jharkhand,East Singhbhum,Jamshedpur,Mariyamman Temple,Mariyamman Temple,22.7822,86.2342,Dug Well,2.65
Jharkhand,East Singhbhum,Jugsalai,Paridih,Paridih,22.8417,86.2006,Dug Well,5.8
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Jharkhand,East Singhbhum,Jugsalai/Jamshedpur,Bagun Nagar,Bagun Nagar,22.7981,86.1817,Dug Well,3.1
,,Sadar,,,,,,
Jharkhand,East Singhbhum,Jugsalai/Jamshedpur,Baridih,Baridih,22.8153,86.2053,Dug Well,1.3
,,Sadar,,,,,,
Jharkhand,East Singhbhum,Jugsalai/Jamshedpur,Barmamines,Barmamines,22.8066667,86.1841667,Dug Well,2.4
,,Sadar,,,,,,
Jharkhand,East Singhbhum,Jugsalai/Jamshedpur,Barmamines Thana,Barmamines Thana,22.7781,86.2081,Dug Well,2.4
,,Sadar,,,,,,
Jharkhand,East Singhbhum,Jugsalai/Jamshedpur,Birsa Nagar,Birsa Nagar,22.7855053,86.2442557,Dug Well,2.3
,,Sadar,,,,,,
Jharkhand,East Singhbhum,Jugsalai/Jamshedpur,Garhabasa,Garhabasa,22.8169,86.1956,Dug Well,1.1
,,Sadar,,,,,,
Jharkhand,East Singhbhum,Jugsalai/Jamshedpur,Golmuri,Golmuri,22.7961,86.2247,Dug Well,2.8
,,Sadar,,,,,,
Jharkhand,East Singhbhum,Jugsalai/Jamshedpur,Jugsalai Thana ,Jugsalai Thana ,22.7819,86.1847,Dug Well,1.85
,,Sadar,,,,,,
Jharkhand,East Singhbhum,Jugsalai/Jamshedpur,Shitla Mandir Sakchi,Shitla Mandir Sakchi,22.8069,86.2061,Dug Well,1.6
,,Sadar,,,,,,
Jharkhand,East Singhbhum,Jugsalai/Jamshedpur,Telco,Telco,22.7658,86.2306,Dug Well,2.1
,,Sadar,,,,,,
Jharkhand,East Singhbhum,Musabani,Kendadih,Kendadih,22.5963889,86.4238889,Dug Well,3.1
Jharkhand,East Singhbhum,Musabani,Matigora,Matigora,22.5963889,86.4238889,Dug Well,0.9
Jharkhand,East Singhbhum,Musabani,Mosabani,Mosabani,22.5244,86.4528,Dug Well,1.1
Jharkhand,East Singhbhum,Potka,Gitilata,Gitilata,22.6694,86.1847,Dug Well,7.6
Jharkhand,East Singhbhum,Potka,Hata/Tirin,Hata/tirin,22.6189,86.1497,Dug Well,3.2
Jharkhand,East Singhbhum,Potka,Kalikapur,Kalikapur,22.6158,86.285,Dug Well,2.7
Jharkhand,East Singhbhum,Potka,Potka,Potka,22.6256,86.2242,Dug Well,5.8
Jharkhand,East Singhbhum,Potka,Rankini Madir Jadugora Rankini Madir,,22.8039,86.1669,Dug Well,1.5
,,,,Jadugora,,,,
Jharkhand,Garhwa,Meral,Lagama,Lagama,24.1721,83.7362,Dug Well,3.62
Jharkhand,Garhwa,Ranka,Bishrampur (Ranka),Bishrampur (Ranka),23.8869,83.7297,Dug Well,3.78
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Jharkhand,Giridih,Bagodar,Bagodar,Bagodar,24.084,85.8336,Dug Well,5.6
Jharkhand,Giridih,Bagodar,Birini,Birini,24.2817,85.9231,Dug Well,7.1
Jharkhand,Giridih,Bagodar,Dhanwar,Dhanwar,24.4055,85.9792,Dug Well,5.8
Jharkhand,Giridih,Bengabad,Bengabad,Bengabad,24.3048,86.3569,Dug Well,4.4
Jharkhand,Giridih,Birni,Barmasia,Barmasia,24.288216,85.931652,Dug Well,2.9
Jharkhand,Giridih,Deori,Dumri,Dumri,23.9908,86.0196,Dug Well,7.1
Jharkhand,Giridih,Deori,Deori,Deori,24.5148,86.1899,Dug Well,5.7
Jharkhand,Giridih,Gande,Gande,Gandey1,24.1853,86.4399,Dug Well,8.8
Jharkhand,Giridih,Gande,Maheshmunda,Maheshmunda1,24.2324,86.3901,Dug Well,5.9
Jharkhand,Giridih,Gande,Pandri,Pandri,24.0763,86.3869,Dug Well,9.2
Jharkhand,Giridih,Ganwan,Ganwan,Ganwan,24.611989,85.920117,Dug Well,5.6
Jharkhand,Giridih,Giridih,Dhanidih,Dhanidih,24.2264,86.1991,Dug Well,3.9
