STATE/UT,DISTRICT,TEHSIL/BLOCK ,VILLAGE NAME,SITE NAME,latitude,longitude,WELL SITE TYPE,water_level
Punjab,Ludhiana,Pakhowal,Lil,Lil- II Pz,30.7263889,75.7,Tube Well,16.84
Punjab,Ludhiana,Samrala,Begowal,Begowal,30.8166667,76.0555556,Dug Well,10.22
Punjab,Ludhiana,Samrala,Punjeta,Punjeta,30.8727778,76.0875,Dug Well,10.25
Punjab,Ludhiana,Samrala,Utlan,Utlan,30.8194444,76.1966667,Dug Well,9.88
Punjab,Ludhiana,Sidhwan Bet,Basian Bet,Basian Bet-M,30.9016667,75.6241667,Tube Well,16.97
Punjab,Ludhiana,Sidhwan Bet,Basian Bet,Basian Bet-S,30.9016667,75.6241667,Tube Well,18.25
Punjab,Ludhiana,Sidhwan Bet,Sidhwan Bet,Sidhwan Bet-Pz,30.9233333,75.44,Tube Well,13.4
Punjab,Ludhiana,Sudhar,Hallawara,Hallawara-Pz-S,30.7233333,75.6394444,Tube Well,30.66
Punjab,Mansa,Budhlada,Budhlada,Budhlada-Pz,29.9283333,75.5616667,Tube Well,19.73
Punjab,Mansa,Jhunir,Rai Pur,Raipur-Pz,29.6944444,75.2291667,Tube Well,7.04
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Punjab,Moga,Bagha Purana,Budh Singh Wala,Budh Singh Wala-Pz,30.6177778,75.0772222,Tube Well,28.33
Punjab,Moga,Bagha Purana,Damru Khurd,Damru Khurd,30.6916667,74.9805556,Dug Well,25.03
Punjab,Moga,Kot Ishe Kahn,Baje Ke,Baje Ke-Pz,31,75.1505556,Tube Well,16.68
Punjab,Moga,Moga- Ii,Dagru,Dagru- Pz,30.8238889,75.0263889,Tube Well,37.69
Punjab,Moga,Nihal Singh Wala,Nihalsinghwala,Nihalsinghwala-Pz,30.6108333,75.1830556,Tube Well,40.22
Punjab,Muktsar,Lambi,Lambi,Lambi,30.0583333,74.6138889,Dug Well,0.57
Punjab,Muktsar,Malout,Khunde Halal,Khunde Halal-Pz,30.3641667,74.4033333,Tube Well,1.91
Punjab,Muktsar,Muktsar,Balocha,Balocha,30.3680556,74.5222222,Dug Well,0.69
,,,Khera(Rasoolpur),Khera(rasoolpur),,,,
Punjab,Muktsar,Muktsar,Bhaliana,Bhaliana,30.33,74.7141667,Dug Well,10.89
Punjab,Muktsar,Muktsar,Doda,Doda,30.3888889,74.6333333,Dug Well,1.84
Punjab,Muktsar,Muktsar,Doda,Doda-Pz,30.3355556,74.6230556,Tube Well,2.5
Punjab,Muktsar,Muktsar,Labanianwali,Labanianwali,30.5861111,74.5458333,Dug Well,3.53
Punjab,Muktsar,Muktsar,Muktsar,Muktsar,30.4583333,74.5166667,Dug Well,3.74
Punjab,Pathankot,Bamial,Bamyal,Bamyal,32.2875,75.4583333,Dug Well,4.57
Punjab,Pathankot,Dhar Kalan,Kiari,Kiari- DW,32.4036111,75.8180556,Dug Well,2.76
Punjab,Pathankot,Dhar Kalan,Kui,Kui-DW,32.4333333,75.8705556,Dug Well,2.87
Punjab,Pathankot,Dhar Kalan,Nawan Pind,Nawan Pind,32.3416667,75.5833333,Dug Well,8.59
Punjab,Pathankot,Dhar Kalan,Parmota,Parmota-DW,32.3475,75.7530556,Dug Well,7.16
Punjab,Pathankot,Pathankot,Bhoa,Bhoa,32.25,75.5222222,Dug Well,4.07
Punjab,Pathankot,Pathankot,Gharotakalan,Gharotakalan,32.15,75.5722222,Dug Well,7.21
Punjab,Pathankot,Pathankot,Jhakolahri,Jhakolahri,32.2166667,75.55,Dug Well,2.31
Punjab,Pathankot,Pathankot,Khanikhui,Khanikhui,32.1638889,75.5522222,Dug Well,1.43
Punjab,Pathankot,Pathankot,Pathankot,Pathankot1,32.2666667,75.625,Dug Well,4.9
Punjab,Pathankot,Pathankot,Sarna,Sarna,32.2625,75.5916667,Dug Well,11
Punjab,Rupnagar,Anandpur Sahib,Braham Pur,Braham Pur,31.3305556,76.4,Dug Well,4.27
Punjab,Rupnagar,Anandpur Sahib,Dhair,Dhair,31.2708333,76.4458333,Dug Well,5.68
Punjab,Rupnagar,Morinda,Chatamli,Chatamli- Pz,30.8116667,76.5383333,Tube Well,39.03
Punjab,Rupnagar,Morinda,Kakrali,Kakrali,30.8341667,76.5244444,Dug Well,17.31
Punjab,Rupnagar,Nurpurbedi,Dumewal,Dumewal,31.2083333,76.4166667,Dug Well,12.06
Punjab,Rupnagar,Rupnagar,Ahmedpur,Ahmedpur,31,76.575,Dug Well,5.66
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Punjab,Rupnagar,Rupnagar,Bera Chauta,Bera Chauta,30.9277778,76.4625,Dug Well,3.29
Punjab,Rupnagar,Rupnagar,Chakdera,Chakdera,31.0416667,76.5333333,Dug Well,3.95
Punjab,Rupnagar,Rupnagar,Hardinamoh,Hardinamoh,31.15,76.575,Dug Well,1.94
Punjab,Sangrur,Dhuri,Bugra,Bugra 1,30.2861111,75.7611111,Tube Well,38.76
Punjab,Sangrur,Dhuri,Ghanauri Kalan,Ghanauri Kalan-Pz,30.4238889,75.7766667,Tube Well,45.76
Punjab,Sangrur,Dhuri,Ladda,Ladda-Pz,30.3733333,75.8555556,Tube Well,42.26
Punjab,Sangrur,Maler Kotla - Ii,Manvi,Manvi-Pz,30.5475,76.0169444,Tube Well,25.65
Punjab,Sangrur,Sangrur,Longowal,Longowal-Pz,30.1916667,75.675,Tube Well,36.9
Punjab,Sangrur,Sunam,Sunam,Sunam-Pz,30.1233333,75.8147222,Tube Well,42.44
Punjab,Sbs Nagar,Aur,Raipur Dhaba,Raipur Dhaba-Pz,31.1166667,76.0055556,Tube Well,18.84
Punjab,Sbs Nagar,Balachaur,Mauhra,Mauhra-Pz,31.1166667,76.0055556,Tube Well,27.8
Punjab,Sbs Nagar,Nawanshahr,Bahloor Kallan,Bahlora Kallan- Pz,31.0166667,76.1638889,Tube Well,5.65
Punjab,Taran Taran,Bhikiwind,Bhikiwind,Bhikiwind- Pz,31.35,74.7,Tube Well,18.32
Punjab,Taran Taran,Chola Sahib,Chola Sahib,Chola Sahib,31.2625,74.9916667,Dug Well,19.52
Punjab,Taran Taran,Gandiwind,Gandi Wind,Gandi Wind-Pz,31.5166667,74.7,Tube Well,15.71
Punjab,Taran Taran,Khadoor Sahib,Goindwal,Goindwal,31.3652778,75.1444444,Tube Well,19.99
Punjab,Taran Taran,Khadoor Sahib,Khadur Sahib,Khadur Sahib-Pz,31.4333333,75.1305556,Tube Well,19.9
Punjab,Taran Taran,Naushera Panun,Sahab Pura,Sahab Pura- Pz,31.3916667,74.9305556,Tube Well,22.9
Punjab,Taran Taran,Patti,Bhagupur,Kalsia Kalan,31.2458333,74.8375,Tube Well,19.52
Punjab,Taran Taran,Valtoha,Ratoke,Ratoke-Pz,31.15,74.6333333,Tube Well,19.54
Rajasthan,Ajmer,Arain,Arian,Arian,26.45,75.067,Dug Well,2.62
Rajasthan,Ajmer,Arain,Barora,Barora,26.213,75.036,Dug Well,1.79
Rajasthan,Ajmer,Arain,Dasuk,Dasuk,26.352,75.1,Dug Well,3.6
Rajasthan,Ajmer,Bhinay,Gopalpura,Gopalpura,26.042,74.713,Tube Well,3.9
Rajasthan,Ajmer,Bhinay,Jhopadiyan,Jhopadiyan,26.025,74.658,Dug Well,9.05
Rajasthan,Ajmer,Jawaja,Baglias,Baglias,25.908,74.2,Dug Well,4.75
Rajasthan,Ajmer,Jawaja,Jawaja,Jawaja1,25.933,74.2,Dug Well,7.1
Rajasthan,Ajmer,Jawaja,Maidayabadaya,Maidayabadaya,26.12,74.37,Dug Well,3.92
Rajasthan,Ajmer,Jawaja,Narbadkhera,Narbadkhera,26.05,74.283,Dug Well,15.1
Rajasthan,Ajmer,Kekri,Bogla,Bogla,25.89,75.233,Dug Well,2.32
Rajasthan,Ajmer,Kekri,Nai Khera,Nai Khera,25.943,75.183,Dug Well,14.25
Rajasthan,Ajmer,Kishangarh,Tiloniya,Tiloniya,26.651,74.936,Tube Well,18.25
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Rajasthan,Ajmer,Masooda,Andheri Devi,Andheri Devi,26.078,74.376,Tube Well,2
Rajasthan,Ajmer,Masooda,Daultpura,Daultpura,25.995,74.449,Tube Well,7.65
Rajasthan,Ajmer,Masooda,Ludiyana,Ludiyana,25.997,74.583,Dug Well,10.28
Rajasthan,Ajmer,Masooda,Masuda,Masuda1,26.092,74.513,Dug Well,9.52
Rajasthan,Ajmer,Masooda,Pakhriawas,Pakhriawas,26.088,74.399,Dug Well,9.1
Rajasthan,Ajmer,Masooda,Ramgarh,Ramgarh2,25.967,74.464,Tube Well,17.9
Rajasthan,Ajmer,Peesangan,Lamana,Lamana,26.233,74.492,Dug Well,10.49
Rajasthan,Ajmer,Peesangan,Mangaliyawas,Mangaliyawas,26.277,74.508,Dug Well,11.35
Rajasthan,Ajmer,Peesangan,Nasirabad,Nasirabad,26.287,74.74,Dug Well,2.75
Rajasthan,Ajmer,Peesangan,Pachmata,Pachmata,26.266,74.618,Tube Well,15.7
Rajasthan,Ajmer,Peesangan,Tabiji,Tabiji,26.363,74.617,Dug Well,3.81
Rajasthan,Ajmer,Sarwar,Ajagara,Ajagara,26.033,75.1,Dug Well,2.07
Rajasthan,Ajmer,Sarwar,Goelo,Goelo,26.129,74.928,Dug Well,4.17
Rajasthan,Ajmer,Sarwar,Sanpla,Sanpla,25.911,75.042,Dug Well,7.6
Rajasthan,Ajmer,Sarwar,Sarwad,Sarwad,26.05,75,Dug Well,1.25
Rajasthan,Ajmer,Shrinagar,Kanpura,Kanpura1,26.4,74.867,Dug Well,3.3
Rajasthan,Ajmer,Shrinagar,Morajhari,Morajhari,26.308,74.928,Tube Well,2.25
Rajasthan,Ajmer,Shrinagar,Ramsar,Ramsar2,26.267,74.858,Dug Well,2.75
Rajasthan,Alwar,Bansur,Alanpur,Alanpur,27.814,76.457,Tube Well,52.71
Rajasthan,Alwar,Bansur,Bansur,Bansur,27.692,76.356,Tube Well,38.54
Rajasthan,Alwar,Behror,Sota Nala,Sota Nala,27.853,76.259,Tube Well,53.5
Rajasthan,Alwar,Kishangarh Bas,Bolni,Bolni,27.866,76.796,Tube Well,24.39
Rajasthan,Alwar,Kishangarh Bas,Kishangarh Bas,Kishangarh Bas1,27.82,76.733,Tube Well,62.42
Rajasthan,Alwar,Kotkasim,Harsauli,Harsauli,27.867,76.617,Tube Well,57.1
Rajasthan,Alwar,Kotkasim,Kotkasim,Kotkasim,28.032,76.715,Tube Well,29.8
Rajasthan,Alwar,Kotkasim,Pur,Pur1,27.967,76.717,Tube Well,29.15
Rajasthan,Alwar,Laxmangarh,Govindgarh-,Govindgarh-,27.51,76.999,Tube Well,33.3
,,,Piezometer,Piezometer,,,,
Rajasthan,Alwar,Laxmangarh,Jhaladala,Jhaladala,27.254,76.832,Dug Well,33.23
Rajasthan,Alwar,Laxmangarh,Lachmangarh,Lachmangarh,27.35,76.86,Dug Well,11.32
Rajasthan,Alwar,Mandawar,Gangwali Dhani,Gangwali Dhani,27.783,76.504,Tube Well,60.68
Rajasthan,Alwar,Neemrana,Janak Singh Pura,Janak Singh Pura,27.983,76.408,Tube Well,48.2
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Rajasthan,Alwar,Neemrana,Japaneese Zone,Japaneese Zone,27.993,76.388,Tube Well,65.5
Rajasthan,Alwar,Neemrana,Kanhawas,Kanhawas,28.063,76.363,Tube Well,76.21
Rajasthan,Alwar,Neemrana,Majri Khurd,Majri Khurd,27.997,76.317,Tube Well,31.23
Rajasthan,Alwar,Neemrana,Neemrana,Neemrana,27.999,76.388,Tube Well,51.21
Rajasthan,Alwar,Rajgarh,Dharampura,Dharampura,27.271,76.554,Tube Well,52.78
Rajasthan,Alwar,Rajgarh,Doulatpura,Doulatpura,27.238,76.555,Tube Well,25.29
Rajasthan,Alwar,Rajgarh,Kalighati Sariska,Kalighati Sariska,27.312,76.408,Dug Well,15.8
Rajasthan,Alwar,Rajgarh,Ramgarh Piezometer,Ramgarh Piezometer,27.583,76.81,Tube Well,27.1
Rajasthan,Alwar,Rajgarh,Tehla,Tehla,27.238,76.4,Dug Well,7.6
Rajasthan,Alwar,Rajgarh,Todi Ka Bas,Todi Ka Bas,27.118,76.328,Dug Well,19.68
Rajasthan,Alwar,Reni,Gadi Swairam,Gadi Swairam,27.208,76.792,Dug Well,5.49
Rajasthan,Alwar,Thanagazi,Bairawas,Bairawas,27.461,76.399,Tube Well,14.81
Rajasthan,Alwar,Thanagazi,Kundal,Kundal,27.204,76.286,Tube Well,34.2
Rajasthan,Alwar,Tijara,Tapukara,Tapukara,28.11,76.835,Tube Well,30.06
Rajasthan,Alwar,Tijara,Tijara,Tijara1,27.933,76.864,Tube Well,41.47
Rajasthan,Alwar,Umren,Baran,Baran1,27.442,76.525,Dug Well,12.25
Rajasthan,Banswara,Arthoona,Arthuna,Arthuna,23.496,74.1,Dug Well,5.6
Rajasthan,Banswara,Arthoona,Borigoan,Borigoan,23.575,74.117,Tube Well,3.5
Rajasthan,Banswara,Arthoona,Kotra,Kotra1,23.454,74.075,Tube Well,8.1
Rajasthan,Banswara,Arthoona,Raiyana,Raiyana,23.515,74.17,Dug Well,5.5
Rajasthan,Banswara,Bagidora,Bagidora,Bagidora,23.404,74.267,Dug Well,2.43
Rajasthan,Banswara,Bagidora,Barodiya,Barodiya,23.417,74.35,Dug Well,2.6
Rajasthan,Banswara,Bagidora,Rakho,Rakho,23.368,74.279,Dug Well,3.69
Rajasthan,Banswara,Banswara,Banswara,Banswara1,23.533,74.45,Dug Well,6
Rajasthan,Banswara,Banswara,Surwania,Surwania,23.442,74.369,Dug Well,1.1
Rajasthan,Banswara,Chhotisarvan,Bagtalav,Bagtalav,23.55,74.686,Dug Well,6.7
Rajasthan,Banswara,Chhotisarvan,Danakshari,Danakshari,23.558,74.601,Dug Well,7.5
Rajasthan,Banswara,Chhotisarvan,Danpur,Danpur,23.517,74.717,Dug Well,2.15
Rajasthan,Banswara,Chhotisarvan,Katumbi Dw,Katumbi Dw,23.536,74.617,Dug Well,6.8
Rajasthan,Banswara,Garhi,Bhimpur,Bhimpur,23.715,74.263,Tube Well,4.7
Rajasthan,Banswara,Garhi,Garhi Partapura,Garhi Partapura,23.59,74.175,Dug Well,7.6
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Rajasthan,Banswara,Ghatol,Bhoongra,Bhoongra,23.669,74.506,Dug Well,6.45
Rajasthan,Banswara,Ghatol,Dungaria,Dungaria,23.864,74.458,Dug Well,5.2
Rajasthan,Banswara,Ghatol,Ganora,Ganora,23.767,74.253,Dug Well,3.34
Rajasthan,Banswara,Ghatol,Narwali,Narwali,23.894,74.443,Dug Well,7.35
Rajasthan,Banswara,Ghatol,Senwasa,Senwasa,23.656,74.39,Dug Well,5.77
Rajasthan,Banswara,Kushalgarh,Charakni,Charakni,23.313,74.38,Dug Well,6.6
Rajasthan,Banswara,Kushalgarh,Kalakhet,Kalakhet_Piezometer,23.21,74.481,Tube Well,4
Rajasthan,Banswara,Kushalgarh,Kusalgarh,Kusalgarh,23.2,74.45,Dug Well,3.07
Rajasthan,Banswara,Kushalgarh,Kusalgarh,"Kusalgarh_Piezomete
r",23.2,74.452,Tube Well,4.7
Rajasthan,Banswara,Kushalgarh,Saran,Saran,23.264,74.432,Dug Well,3.7
Rajasthan,Banswara,Sajjangarh,Bhura Kua,Bhura Kua,23.225,74.31,Dug Well,3.1
Rajasthan,Banswara,Sajjangarh,Bilari,Bilari,23.327,74.362,Dug Well,6.5
Rajasthan,Banswara,Sajjangarh,Chota Dungra,Chota Dungra,23.172,74.29,Dug Well,5.43
Rajasthan,Banswara,Talwara,Borwat,Borwat,23.509,74.384,Tube Well,3.7
Rajasthan,Banswara,Talwara,Chiriyawasa,Chiriyawasa,23.509,74.378,Dug Well,4.6
Rajasthan,Banswara,Talwara,Sera Pada Sandoh,Sera Pada Sandoh,23.483,74.367,Tube Well,1
Rajasthan,Baran,Antah,Anta,Anta1,25.158,76.3,Dug Well,2.26
Rajasthan,Baran,Antah,Bohat,Bohat,25.253,76.504,Dug Well,5.92
Rajasthan,Baran,Antah,Mangrol,Mangrol,25.325,76.513,Dug Well,3.93
Rajasthan,Baran,Antah,Udpuria,Udpuria,25.3,76.329,Dug Well,5.6
Rajasthan,Baran,Atru,Atru,Atru1,24.858,76.661,Dug Well,5.39
Rajasthan,Baran,Atru,Kanwai,Kanwai,24.748,76.742,Dug Well,5.19
Rajasthan,Baran,Baran,Bamla,Bamla,24.992,76.475,Dug Well,2
Rajasthan,Baran,Baran,Baran,Baran,25.1,76.52,Dug Well,1.15
Rajasthan,Baran,Chhipabarod,Chhipa Barod,Chhipa Barod,24.594,76.732,Dug Well,10.28
Rajasthan,Baran,Chhipabarod,Harnauda,Harnauda,24.436,76.7,Dug Well,7.52
Rajasthan,Baran,Chhipabarod,Sarthal,Sarthal,24.483,76.6,Dug Well,2.2
Rajasthan,Baran,Kishanganj,Kishanganj,Kishanganj1,25.108,76.65,Dug Well,3.61
Rajasthan,Baran,Shahbad,Kasba Thana,Kasba Thana,25.208,77.358,Dug Well,4.6
Rajasthan,Baran,Shahbad,Mamoni,Mamoni,25.188,77.106,Dug Well,3.64
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Rajasthan,Baran,Shahbad,Pajal Tori,Pajal Tori,25.263,77.263,Dug Well,8.65
Rajasthan,Baran,Shahbad,Shahabad,Shahabad1,25.25,77.133,Dug Well,3.38
Rajasthan,Barmer,Balotra,Balotra,Balotra,25.838,72.206,Tube Well,38.6
Rajasthan,Barmer,Barmer,Barmer,Barmer1,25.736,71.397,Dug Well,14.85
Rajasthan,Barmer,Barmer,Bhadka,Bhadka1,25.883,71.35,Tube Well,87
Rajasthan,Barmer,Barmer,Bhotia,Bhotia,25.9,71.35,Tube Well,82.3
Rajasthan,Barmer,Barmer,Bisala,Bisala,25.888,71.242,Dug Well,13.55
Rajasthan,Barmer,Barmer,Jasai,Jasai,25.683,71.211,Dug Well,19.09
Rajasthan,Barmer,Barmer,Matasar,Matasar,25.792,71.579,Dug Well,34.8
Rajasthan,Barmer,Barmer,Nand,Nand,25.972,71.145,Dug Well,13.8
Rajasthan,Barmer,Barmer,Sanawara,Sanawara,25.48,71.4,Dug Well,45.81
Rajasthan,Barmer,Barmer,Sansiyan,Sansiyan,25.704,71.413,Dug Well,21.05
Rajasthan,Barmer,Baytoo,Baitu,Baitu1,25.86,71.754,Dug Well,32.62
Rajasthan,Barmer,Baytoo,Panavada,Panavada,25.994,71.757,Dug Well,28.91
Rajasthan,Barmer,Baytoo,Rewali,Rewali,26.058,71.503,Tube Well,98.1
Rajasthan,Barmer,Chohtan,Chauhtan,Chauhtan_Dw,25.475,71.075,Dug Well,48
Rajasthan,Barmer,Chohtan,Nimri (Radewa),Nimri (Radewa),25.603,71.283,Dug Well,12.03
Rajasthan,Barmer,Chohtan,Sanlor,Sanlor,25.586,71.233,Dug Well,29.2
Rajasthan,Barmer,Chohtan,Siyaga Tala,Siyaga Tala,25.338,70.865,Dug Well,69.14
Rajasthan,Barmer,Dhorimanna,Katerla,Katerla,25.158,71.45,Tube Well,20.02
Rajasthan,Barmer,Dhorimanna,Piparli Gaon,Piparli Gaon,25.122,71.589,Tube Well,7.9
Rajasthan,Barmer,Gadraroad,Balewa,Balewa,25.915,70.875,Dug Well,20
Rajasthan,Barmer,Gadraroad,Jansingh Ki Beri,Jansingh Ki Beri,26.018,70.827,Dug Well,6.92
Rajasthan,Barmer,Gadraroad,Kharin,Kharin,25.912,70.465,Dug Well,40
Rajasthan,Barmer,Gadraroad,Panchla,Panchla,25.992,70.167,Dug Well,38.08
Rajasthan,Barmer,Gadraroad,Redana,Redana,25.846,70.99,Dug Well,20.22
Rajasthan,Barmer,Gira,Santara,Santara,25.998,71.968,Dug Well,6
Rajasthan,Barmer,Gira,Saupadamsingh,Saupadamsingh,26.15,71.807,Dug Well,13.06
Rajasthan,Barmer,Kalyanpur,Paralia Dhamat,Paralia Dhamat,26.216,72.626,Tube Well,10.2
Rajasthan,Barmer,Kalyanpur,Thob,Thob,26.05,72.358,Dug Well,8.34
Rajasthan,Barmer,Kalyanpur,Thoombli,Thoombli,26.204,72.489,Dug Well,22.95
Rajasthan,Barmer,Ramsar,Bhachbhar,Bhachbhar,25.721,70.979,Dug Well,21.2
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Rajasthan,Barmer,Ramsar,Derasar,Derasar,25.776,71.163,Dug Well,14.3
Rajasthan,Barmer,Ramsar,Sihani,Sihani,25.755,71.083,Dug Well,10.2
Rajasthan,Barmer,Ramsar,Sutharon Ki Dhani,Sutharon Ki Dhani,25.808,71.039,Dug Well,16.3
Rajasthan,Barmer,Samdari,Karmawas,Karmawas,25.781,72.588,Tube Well,5.3
Rajasthan,Barmer,Serwa,Sata,Sata_Piezometer,24.82,71.158,Tube Well,7.5
Rajasthan,Barmer,Serwa,Tarla,Tarla,24.836,71.217,Dug Well,4.1
Rajasthan,Barmer,Sheo,Gujro Ka Bera,Gujro Ka Bera,26.338,71.556,Tube Well,95.9
Rajasthan,Barmer,Sindhari,Arniyali,Arniyali,25.467,71.968,Tube Well,43.05
Rajasthan,Barmer,Sindhari,Sindari,Sindari,25.567,71.9,Tube Well,15.9
Rajasthan,Bharatpur,Bayana,Bandh Bareta,Bandh Bareta,26.904,77.376,Dug Well,2.9
Rajasthan,Bharatpur,Bayana,Bawari Baroda,Bawari Baroda,26.964,77.39,Dug Well,4.72
Rajasthan,Bharatpur,Bayana,Bhagori,Bhagori_Dw,26.972,77.251,Dug Well,10.42
Rajasthan,Bharatpur,Bayana,Bhimnagar,Bhimnagar,26.967,77.3,Tube Well,19.37
Rajasthan,Bharatpur,Bayana,Jaisora,Jaisora,26.768,77.431,Tube Well,8.98
Rajasthan,Bharatpur,Bayana,Kheria Mod,Kheria Mod,26.95,77.383,Dug Well,3.85
Rajasthan,Bharatpur,Bayana,Kot,Kot1,26.804,77.431,Dug Well,5.66
Rajasthan,Bharatpur,Bayana,Milakpur,Milakpur,27.022,77.383,Tube Well,45.28
Rajasthan,Bharatpur,Deeg,Deeg,Deeg,27.48,77.317,Tube Well,2.02
Rajasthan,Bharatpur,Deeg,Mandhera,Mandhera,27.395,77.353,Dug Well,9.95
Rajasthan,Bharatpur,Deeg,Sihora,Sihora,27.57,77.3,Dug Well,2.73
Rajasthan,Bharatpur,Kaman,Jurahra,Jurahra,27.782,77.227,Dug Well,6.73
Rajasthan,Bharatpur,Kumher,Kumher,Kumher,27.317,77.383,Dug Well,1.1
Rajasthan,Bharatpur,Nadbai,Baonli Chan,Baonli Chan,27.225,77.092,Tube Well,38.1
Rajasthan,Bharatpur,Nadbai,Lulhara,Lulhara,27.164,77.321,Tube Well,36.14
Rajasthan,Bharatpur,Nadbai,Nadbai,Nadbai,27.208,77.213,Tube Well,22.87
Rajasthan,Bharatpur,Nagar,Jaisari,Jaisari,27.525,77.075,Tube Well,15.75
Rajasthan,Bharatpur,Pahari,Gopalgarh,Gopalgarh,27.655,77.063,Dug Well,8.57
Rajasthan,Bharatpur,Pahari,Pahari,Pahari,27.7,77.083,Dug Well,4.46
Rajasthan,Bharatpur,Rupbas,Khanua,Khanua,27.033,77.55,Dug Well,10.64
Rajasthan,Bharatpur,Sewar,Bharatpur,Bharatpur1,27.217,77.5,Dug Well,2.09
Rajasthan,Bharatpur,Sewar,Ludhawai_Gwd,Ludhawai_Gwd,27.175,77.395,Dug Well,4.85
Rajasthan,Bharatpur,Weir,Chokarwada,Chokarwada,27.117,77.067,Tube Well,54.98
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Rajasthan,Bharatpur,Weir,Halena,Halena,27.114,77.15,Tube Well,35.17
Rajasthan,Bharatpur,Weir,Newada Deep,Newada Deep,27.148,77.076,Tube Well,39.07
Rajasthan,Bharatpur,Weir,Newada Shallow,Newada Shallow,27.148,77.076,Tube Well,38.92
Rajasthan,Bharatpur,Weir,Weir,Weir1,27.014,77.175,Tube Well,31.44
Rajasthan,Bhilwara,Asind,Badnor,Badnor,25.833,74.283,Dug Well,7.73
Rajasthan,Bhilwara,Asind,Barasni,Barasni,25.758,74.467,Dug Well,6.93
Rajasthan,Bhilwara,Asind,Daulatgarh,Daulatgarh,25.633,74.32,Dug Well,19.1
Rajasthan,Bhilwara,Asind,Dholi,Dholi_Piezometer,25.681,74.458,Tube Well,15.3
Rajasthan,Bhilwara,Asind,Jeewaliya,Jeewaliya,25.544,74.508,Dug Well,6.2
Rajasthan,Bhilwara,Asind,Parasoli,Parasoli,25.767,74.361,Tube Well,8.75
Rajasthan,Bhilwara,Asind,Rooppura,Rooppura,25.804,74.453,Tube Well,14.6
Rajasthan,Bhilwara,Asind,Tiloli,Tiloli,25.598,74.313,Dug Well,4.45
Rajasthan,Bhilwara,Banera,Babrana,Babrana,25.472,74.718,Tube Well,1.1
Rajasthan,Bhilwara,Banera,Baneramataji,Baneramataji,25.488,74.665,Dug Well,7.55
Rajasthan,Bhilwara,Banera,Raila Road,Raila Road,25.633,74.6,Dug Well,8.15
Rajasthan,Bhilwara,Bijoliyan,Bijolia,Bijolia,25.17,75.323,Dug Well,3.93
Rajasthan,Bhilwara,Bijoliyan,Mangtala,Mangtala,25.348,75.298,Tube Well,12.8
Rajasthan,Bhilwara,Bijoliyan,Paparbar,Paparbar,25.064,75.295,Tube Well,15.1
Rajasthan,Bhilwara,Bijoliyan,Rampuriya,"Rampuriya_Piezomet
er",25.293,75.329,Tube Well,10.6
Rajasthan,Bhilwara,Bijoliyan,Salawatia,Salawatia,25.114,75.261,Dug Well,15.65
Rajasthan,Bhilwara,Bijoliyan,Soonthi,Soonthi,25.199,75.425,Tube Well,11.9
Rajasthan,Bhilwara,Hurda,Gageda,Gageda,25.867,74.55,Dug Well,10.24
Rajasthan,Bhilwara,Hurda,Gulabpura,Gulabpura,25.9,74.67,Dug Well,2.96
Rajasthan,Bhilwara,Hurda,Phalamada,Phalamada,25.775,74.513,Tube Well,14.5
Rajasthan,Bhilwara,Hurda,Sanodiya,Sanodiya,25.723,74.626,Tube Well,3.1
Rajasthan,Bhilwara,Jahazpur,Amarwasi,Amarwasi,25.7,75.354,Dug Well,1.79
Rajasthan,Bhilwara,Jahazpur,Bagudar,Bagudar,25.52,75.126,Tube Well,3.15
Rajasthan,Bhilwara,Jahazpur,Bhopalpura,Bhopalpura1,25.639,75.115,Dug Well,0.7
Rajasthan,Bhilwara,Jahazpur,Borani,Borani,25.683,75.333,Dug Well,13.79
Rajasthan,Bhilwara,Jahazpur,Luhari Kallan,Luhari Kallan,25.653,75.383,Tube Well,5
Rajasthan,Bhilwara,Jahazpur,Tithora Maffi,Tithora Maffi,25.69,75.125,Tube Well,2.2
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Rajasthan,Bhilwara,Kotri,Bhagwanpura,Bhagwanpura,25.469,75.055,Dug Well,5.55
Rajasthan,Bhilwara,Kotri,Kotari,Kotari,25.397,74.892,Dug Well,4.77
Rajasthan,Bhilwara,Kotri,Paroli,Paroli,25.518,75.092,Dug Well,2.7
Rajasthan,Bhilwara,Kotri,Sawaipur,Sawaipur,25.307,74.867,Dug Well,8.75
Rajasthan,Bhilwara,Mandal,Bakli,Bakli_Piezometer,25.45,74.366,Tube Well,21.95
Rajasthan,Bhilwara,Mandal,Dahimatha,Dahimatha,25.528,74.301,Dug Well,14.85
Rajasthan,Bhilwara,Mandal,Malas,Malas_Piezometer,25.524,74.324,Tube Well,13.8
